,missing_percentage,difficulty,f1_micro,f1_macro,identifier,dataset
3,0.3333333333333333,4,0.7337662337662337,0.645021645021645,sklearn,diabetes
4,0.4444444444444444,5,0.7337662337662337,0.645021645021645,sklearn,diabetes
5,0.5555555555555556,6,0.7207792207792207,0.6210586552217454,sklearn,diabetes
6,0.6666666666666666,7,0.7207792207792207,0.6210586552217454,sklearn,diabetes
7,0.7777777777777778,8,0.7207792207792207,0.6210586552217454,sklearn,diabetes
0,0.0,0,0.78775,0.7885440294272104,sklearn,letter
1,0.058823529411764705,1,0.748,0.7486898940786577,sklearn,letter
2,0.17647058823529413,2,0.59525,0.5523195600779771,sklearn,letter
3,0.23529411764705882,3,0.5145,0.46120395310381157,sklearn,letter
4,0.35294117647058826,4,0.39325,0.3396343499810264,sklearn,letter
5,0.47058823529411764,5,0.2025,0.12748632426959952,sklearn,letter
6,0.5294117647058824,6,0.1795,0.11054601471870257,sklearn,letter
7,0.6470588235294118,7,0.14025,0.06845241687852556,sklearn,letter
8,0.7058823529411765,8,0.12975,0.05590966131418926,sklearn,letter
9,0.8235294117647058,9,0.03675,0.0027267162545677134,sklearn,letter
0,0.0,0,0.872,0.6055173372246542,sklearn,balance-scale
1,0.2,2,0.624,0.4089420027779962,sklearn,balance-scale
2,0.4,4,0.696,0.481458202388435,sklearn,balance-scale
3,0.6,6,0.584,0.37500000000000006,sklearn,balance-scale
