,missing_percentage,difficulty,f1_micro,f1_macro,identifier,dataset
4,0.35714285714285715,4,0.7592592592592593,0.7551447506103941,wekaRF,heart-statlog
5,0.42857142857142855,5,0.7407407407407407,0.7375,wekaRF,heart-statlog
6,0.5,5,0.7407407407407407,0.7375,wekaRF,heart-statlog
7,0.6428571428571429,7,0.7592592592592593,0.7591766723842195,wekaRF,heart-statlog
8,0.7142857142857143,8,0.7962962962962963,0.7956656346749226,wekaRF,heart-statlog
9,0.7857142857142857,8,0.7962962962962963,0.7956656346749226,wekaRF,heart-statlog
0,0.0,0,0.839,0.838823222127858,wekaRF,waveform-5000
1,0.0975609756097561,1,0.838,0.8377214704838482,wekaRF,waveform-5000
2,0.1951219512195122,2,0.8289999999999998,0.8291235073521172,wekaRF,waveform-5000
3,0.2926829268292683,3,0.813,0.812897265973799,wekaRF,waveform-5000
4,0.3902439024390244,4,0.805,0.8044324997373583,wekaRF,waveform-5000
5,0.4878048780487805,5,0.7840000000000001,0.7841409932947515,wekaRF,waveform-5000
6,0.5853658536585366,6,0.643,0.6353646432055123,wekaRF,waveform-5000
7,0.6829268292682927,7,0.647,0.6401103900976678,wekaRF,waveform-5000
8,0.7804878048780488,8,0.608,0.6007248788958125,wekaRF,waveform-5000
9,0.8780487804878049,9,0.568,0.48643562523527417,wekaRF,waveform-5000
0,0.0,0,0.9890625,0.989042998892071,wekaRF,kr-vs-kp
1,0.08108108108108109,1,0.8671875,0.8665276329509906,wekaRF,kr-vs-kp
2,0.1891891891891892,2,0.8546875,0.8536063456926766,wekaRF,kr-vs-kp
3,0.2702702702702703,3,0.7765625,0.776164120223738,wekaRF,kr-vs-kp
4,0.3783783783783784,4,0.7734375,0.7730335484786155,wekaRF,kr-vs-kp
5,0.4864864864864865,5,0.7718749999999999,0.7714375171226174,wekaRF,kr-vs-kp
6,0.5675675675675675,6,0.7671874999999999,0.7667085006079377,wekaRF,kr-vs-kp
7,0.6756756756756757,7,0.7515625,0.7512947289440046,wekaRF,kr-vs-kp
8,0.7567567567567568,8,0.75,0.7498436522826767,wekaRF,kr-vs-kp
9,0.8648648648648649,9,0.6859375,0.680024674714139,wekaRF,kr-vs-kp
0,0.0,0,0.7272727272727273,0.6857142857142857,wekaRF,diabetes
1,0.1111111111111111,2,0.7077922077922078,0.6650717703349283,wekaRF,diabetes
2,0.2222222222222222,3,0.7337662337662337,0.6915033957101676,wekaRF,diabetes
3,0.3333333333333333,4,0.7142857142857143,0.667059748427673,wekaRF,diabetes
4,0.4444444444444444,5,0.7207792207792207,0.6727452433901655,wekaRF,diabetes
5,0.5555555555555556,6,0.7337662337662337,0.6566052102028607,wekaRF,diabetes
6,0.6666666666666666,7,0.7402597402597403,0.6622807017543859,wekaRF,diabetes
7,0.7777777777777778,8,0.7337662337662337,0.6509866784589022,wekaRF,diabetes
0,0.0,0,0.894,0.8939524404708892,wekaRF,letter
1,0.058823529411764705,1,0.87025,0.8713440916740403,wekaRF,letter
2,0.17647058823529413,2,0.826,0.8271987545822038,wekaRF,letter
3,0.23529411764705882,3,0.75875,0.7599010920673984,wekaRF,letter
4,0.35294117647058826,4,0.6245,0.6163647305264963,wekaRF,letter
5,0.47058823529411764,5,0.466,0.43656096397734484,wekaRF,letter
6,0.5294117647058824,6,0.345,0.3177313918741978,wekaRF,letter
7,0.6470588235294118,7,0.18225,0.10753584303084757,wekaRF,letter
8,0.7058823529411765,8,0.16675,0.07488527359078048,wekaRF,letter
9,0.8235294117647058,9,0.04925,0.0185967210763263,wekaRF,letter
