,missing_percentage,difficulty,f1_micro,f1_macro,identifier,dataset
1,0.0975609756097561,1,0.777,0.777077531045785,wekaJ48,waveform-5000
2,0.1951219512195122,2,0.7590000000000001,0.7588287002404644,wekaJ48,waveform-5000
3,0.2926829268292683,3,0.751,0.7497313219773939,wekaJ48,waveform-5000
4,0.3902439024390244,4,0.762,0.7627101650534661,wekaJ48,waveform-5000
5,0.4878048780487805,5,0.754,0.754247339155615,wekaJ48,waveform-5000
6,0.5853658536585366,6,0.612,0.5999489672929949,wekaJ48,waveform-5000
7,0.6829268292682927,7,0.61,0.5976150753905265,wekaJ48,waveform-5000
8,0.7804878048780488,8,0.614,0.6022507049078919,wekaJ48,waveform-5000
9,0.8780487804878049,9,0.564,0.45657664627872663,wekaJ48,waveform-5000
0,0.0,0,0.990625,0.9906015037593985,wekaJ48,kr-vs-kp
1,0.08108108108108109,1,0.8625,0.8617859842349638,wekaJ48,kr-vs-kp
2,0.1891891891891892,2,0.84375,0.8431972089103186,wekaJ48,kr-vs-kp
3,0.2702702702702703,3,0.76875,0.768306524206489,wekaJ48,kr-vs-kp
4,0.3783783783783784,4,0.76875,0.768306524206489,wekaJ48,kr-vs-kp
5,0.4864864864864865,5,0.76875,0.768306524206489,wekaJ48,kr-vs-kp
6,0.5675675675675675,6,0.765625,0.7651088818204062,wekaJ48,kr-vs-kp
7,0.6756756756756757,7,0.759375,0.7584313725490196,wekaJ48,kr-vs-kp
8,0.7567567567567568,8,0.759375,0.7584313725490196,wekaJ48,kr-vs-kp
9,0.8648648648648649,9,0.6859375,0.680024674714139,wekaJ48,kr-vs-kp
0,0.0,0,0.7337662337662337,0.7089115301277027,wekaJ48,diabetes
1,0.1111111111111111,2,0.7012987012987013,0.6661010558069382,wekaJ48,diabetes
2,0.2222222222222222,3,0.7012987012987013,0.6661010558069382,wekaJ48,diabetes
3,0.3333333333333333,4,0.7272727272727273,0.6857142857142857,wekaJ48,diabetes
4,0.4444444444444444,5,0.7402597402597403,0.6900161030595813,wekaJ48,diabetes
5,0.5555555555555556,6,0.7662337662337663,0.7136363636363636,wekaJ48,diabetes
6,0.6666666666666666,7,0.7532467532467532,0.6889880952380952,wekaJ48,diabetes
7,0.7777777777777778,8,0.7337662337662337,0.6509866784589022,wekaJ48,diabetes
0,0.0,0,0.874,0.8738397828788086,wekaJ48,letter
1,0.058823529411764705,1,0.8204999999999999,0.8204896629764117,wekaJ48,letter
2,0.17647058823529413,2,0.7225,0.7182165568946887,wekaJ48,letter
3,0.23529411764705882,3,0.65025,0.6390678630904016,wekaJ48,letter
4,0.35294117647058826,4,0.46525,0.458874670412237,wekaJ48,letter
5,0.47058823529411764,5,0.28075,0.23810768838771967,wekaJ48,letter
6,0.5294117647058824,6,0.24675,0.21034433191594218,wekaJ48,letter
7,0.6470588235294118,7,0.17525,0.11882022406998759,wekaJ48,letter
8,0.7058823529411765,8,0.15975,0.07309257920032398,wekaJ48,letter
9,0.8235294117647058,9,0.037,0.011186260166493515,wekaJ48,letter
0,0.0,0,0.832,0.5878631003738856,wekaJ48,balance-scale
1,0.2,2,0.8000000000000002,0.5572957267380058,wekaJ48,balance-scale
2,0.4,4,0.712,0.49373433583959897,wekaJ48,balance-scale
3,0.6,6,0.648,0.44797178130511456,wekaJ48,balance-scale
